customer_id,region,membership_level,customer_sustainability_priority,joined_year
CUST_1319,Middle East,Gold,5,2023
CUST_1320,North America,Standard,1,2024
CUST_1321,Middle East,Silver,1,2022
CUST_1322,Middle East,Gold,4,2023
CUST_1323,Europe,Standard,5,2022
CUST_1324,Latin America,Gold,2,2021
CUST_1325,Middle East,Silver,3,2024
CUST_1326,Europe,Standard,5,2023
CUST_1327,Europe,Standard,4,2022
CUST_1328,Middle East,Standard,2,2023
CUST_1329,Latin America,Standard,4,2021
CUST_1330,Middle East,Standard,4,2023
CUST_1331,Europe,Standard,1,2022
CUST_1332,Europe,Silver,2,2024
CUST_1333,North America,,3,2021
CUST_1334,North America,Silver,3,2022
CUST_1335,Latin America,Silver,5,2024
CUST_1336,Asia-Pacific,Silver,3,2024
CUST_1337,Europe,Standard,1,2024
CUST_1338,Middle East,Gold,3,2022
CUST_1339,Europe,Silver,2,2022
CUST_1340,Middle East,Standard,5,2024
CUST_1341,Europe,Gold,2,2023
CUST_1342,Middle East,Standard,5,2022
CUST_1343,Europe,Standard,5,2022
CUST_1344,Europe,Silver,2,2023
CUST_1345,Europe,Platinum,2,2022
CUST_1346,Latin America,Gold,3,2022
CUST_1347,Asia-Pacific,Standard,4,2021
CUST_1348,Asia-Pacific,Standard,4,2023
CUST_1349,Latin America,Silver,3,2024
CUST_1350,Asia-Pacific,Standard,3,2023
CUST_1351,Latin America,Standard,2,2021
CUST_1352,North America,Gold,4,2022
CUST_1353,Asia-Pacific,Silver,1,2021
CUST_1354,Middle East,Gold,4,2024
CUST_1355,Middle East,Standard,5,2022
CUST_1356,Europe,Gold,4,2022
CUST_1357,Europe,Silver,4,2022
CUST_1358,Asia-Pacific,Standard,2,2023
CUST_1359,North America,Standard,2,2024
CUST_1360,Europe,Silver,2,2024
CUST_1361,North America,Silver,1,2021
CUST_1362,Asia-Pacific,Standard,5,2024
CUST_1363,Europe,Standard,1,2024
CUST_1364,North America,Standard,3,2023
CUST_1365,Latin America,Standard,1,2024
CUST_1366,Asia-Pacific,Silver,2,2024
CUST_1367,Europe,Silver,5,2024
CUST_1368,Europe,,4,2024
CUST_1369,Middle East,Silver,3,2022
CUST_1370,Latin America,Silver,1,2024
CUST_1371,Europe,Standard,1,2024
CUST_1372,Middle East,Standard,3,2022
CUST_1373,Middle East,Silver,1,2022
CUST_1374,Europe,Standard,3,2021
CUST_1375,Europe,Standard,4,2021
CUST_1376,Europe,Silver,4,2022
CUST_1377,Latin America,Standard,1,2024
CUST_1378,Asia-Pacific,Silver,2,2023
CUST_1379,Middle East,Silver,5,2021
CUST_1380,Europe,Gold,3,2023
CUST_1381,Asia-Pacific,Standard,5,2021
CUST_1382,Middle East,Gold,1,2024
CUST_1383,Middle East,Silver,1,2024
CUST_1384,Europe,Silver,4,2022
CUST_1385,Asia-Pacific,Platinum,3,2023
CUST_1386,Europe,Standard,5,2024
CUST_1387,Asia-Pacific,Silver,3,2021
CUST_1388,North America,Standard,1,2021
CUST_1389,North America,Standard,1,2022
CUST_1390,Middle East,Silver,1,2023
CUST_1391,Asia-Pacific,Standard,5,2024
CUST_1392,Latin America,,1,2023
CUST_1393,Middle East,Standard,3,2022
CUST_1394,Middle East,Standard,1,2022
CUST_1395,Middle East,Gold,3,2023
CUST_1396,Middle East,Standard,5,2023
CUST_1397,Europe,Standard,2,2021
CUST_1398,Middle East,Standard,5,2021
CUST_1399,Europe,Standard,2,2024
CUST_1400,Latin America,Standard,1,2022
CUST_1401,Latin America,Gold,4,2021
CUST_1402,North America,Silver,2,2021
CUST_1403,Middle East,Standard,3,2021
CUST_1404,Middle East,Platinum,2,2023
CUST_1405,Asia-Pacific,Silver,4,2024
CUST_1406,Latin America,Gold,5,2021
CUST_1407,Latin America,Standard,1,2021
CUST_1408,Asia-Pacific,,5,2023
CUST_1409,Middle East,Gold,3,2023
CUST_1410,Asia-Pacific,Standard,2,2023
CUST_1411,Asia-Pacific,Standard,1,2023
CUST_1412,Europe,Silver,5,2022
CUST_1413,Middle East,Gold,5,2022
CUST_1414,Middle East,Standard,1,2023
CUST_1415,Europe,Standard,5,2021
CUST_1416,North America,Silver,4,2023
CUST_1417,Asia-Pacific,Standard,5,2021
CUST_1418,North America,Platinum,1,2023
CUST_1419,Europe,Silver,4,2021
CUST_1420,Europe,Standard,1,2023
CUST_1421,Asia-Pacific,Standard,3,2023
CUST_1422,Asia-Pacific,Silver,3,2023
CUST_1423,Latin America,Silver,4,2024
CUST_1424,North America,Standard,3,2023
CUST_1425,Europe,Standard,5,2023
CUST_1426,Middle East,Silver,4,2023
CUST_1427,Latin America,Silver,3,2021
CUST_1428,Europe,Gold,5,2023
CUST_1429,Latin America,Silver,1,2023
CUST_1430,Asia-Pacific,Silver,4,2021
CUST_1431,Europe,Silver,5,2022
CUST_1432,Latin America,Standard,1,2024
CUST_1433,Middle East,Standard,4,2021
CUST_1434,Middle East,Silver,3,2023
CUST_1435,Asia-Pacific,Gold,2,2022
CUST_1436,Middle East,Silver,2,2022
CUST_1437,Latin America,Platinum,2,2022
CUST_1438,Latin America,Standard,3,2021
CUST_1439,Asia-Pacific,Platinum,4,2023
CUST_1440,Asia-Pacific,Standard,4,2022
CUST_1441,Middle East,Gold,3,2021
CUST_1442,Asia-Pacific,Standard,5,2022
CUST_1443,Latin America,Standard,2,2024
CUST_1444,Middle East,Standard,3,2022
CUST_1445,North America,Standard,4,2024
CUST_1446,Middle East,Gold,4,2021
CUST_1447,Middle East,Standard,2,2022
CUST_1448,Asia-Pacific,Gold,4,2024
CUST_1449,Latin America,Gold,4,2023
CUST_1450,Middle East,Silver,3,2024
CUST_1451,Latin America,Standard,4,2023
CUST_1452,North America,Standard,4,2021
CUST_1453,Europe,Silver,1,2023
CUST_1454,Middle East,Gold,3,2021
CUST_1455,Middle East,Silver,1,2024
CUST_1456,Latin America,Silver,2,2024
CUST_1457,North America,Silver,5,2021
CUST_1458,Asia-Pacific,Silver,1,2023
CUST_1459,Asia-Pacific,Standard,4,2022
CUST_1460,Europe,Silver,1,2024
CUST_1461,Asia-Pacific,,4,2024
CUST_1462,Europe,Silver,1,2021
CUST_1463,Europe,Silver,3,2023
CUST_1464,Latin America,Silver,5,2021
CUST_1465,North America,Silver,1,2023
CUST_1466,Europe,Standard,3,2022
CUST_1467,North America,Standard,1,2022
CUST_1468,Middle East,Silver,5,2023
CUST_1469,Asia-Pacific,Standard,3,2021
CUST_1470,Europe,Standard,1,2023
CUST_1471,Asia-Pacific,Standard,2,2021
CUST_1472,Middle East,Standard,2,2021
CUST_1473,Europe,Silver,1,2021
CUST_1474,Asia-Pacific,Silver,1,2021
CUST_1475,Europe,Standard,3,2023
CUST_1476,Asia-Pacific,Silver,1,2021
CUST_1477,Europe,,4,2022
CUST_1478,Middle East,Gold,3,2023
CUST_1479,Asia-Pacific,Standard,5,2022
CUST_1480,Asia-Pacific,Silver,5,2024
CUST_1481,Middle East,Gold,2,2024
CUST_1482,North America,Gold,2,2024
CUST_1483,Middle East,Platinum,3,2021
CUST_1484,Europe,Gold,3,2022
CUST_1485,Asia-Pacific,Silver,3,2023
CUST_1486,Middle East,Silver,3,2022
CUST_1487,Latin America,Standard,5,2022
CUST_1488,Latin America,Silver,2,2024
CUST_1489,Asia-Pacific,Standard,4,2024
CUST_1490,North America,Gold,3,2022
CUST_1491,Latin America,Silver,1,2024
CUST_1492,North America,Standard,5,2023
CUST_1493,North America,Standard,5,2023
CUST_1494,North America,Standard,4,2023
CUST_1495,Asia-Pacific,Standard,1,2024
CUST_1496,Asia-Pacific,Silver,3,2023
CUST_1497,Latin America,Silver,4,2021
CUST_1498,Latin America,Silver,5,2021
CUST_1499,Europe,Standard,4,2021
CUST_1500,Europe,Standard,3,2024
